commit_hash,label,predicted_label,predicted_prob,is_anomaly,reason
4e7aa9e7f7a86ee0ea4b6801694c13151518cb52,Armin Ronacher,Armin Ronacher,0.55,False,
4671429a509094f36e2294055340197091d39979,Armin Ronacher,Armin Ronacher,0.83,False,
d78b04a3fca8d8887382606897d4a97e55062fda,Armin Ronacher,Armin Ronacher,0.95,False,
6a3a046f55755f0691568431e68a8bfea8d89df0,Armin Ronacher,Armin Ronacher,0.91,False,
0b8e01b4450d0ba8cb65751d866568fddc155fa4,Armin Ronacher,Armin Ronacher,0.8,False,
03168a5d53457fdb8676a4ac9fca0f76a23c6852,Armin Ronacher,Armin Ronacher,0.91,False,
f2dc38cda61f76c64b97ab9f730accc986a4b188,Armin Ronacher,Armin Ronacher,0.96,False,
ef524f2cfd65377b3b9ce896e7a710472b13c0f6,Armin Ronacher,Armin Ronacher,0.64,False,
03148dba6b26a2694da1d466584f50189c52e7b3,Armin Ronacher,Armin Ronacher,0.79,False,
2f5a4f8dbc832b0daebcd66ea8b3969589191fa7,Armin Ronacher,Armin Ronacher,0.91,False,
a01e8b49ca66608f0bd46134ff02deeb5724c799,Armin Ronacher,Armin Ronacher,0.75,False,
de03143f6ecf9a36dd32f16f07309c64d4de03b0,Armin Ronacher,Armin Ronacher,0.75,False,
4affedec356ad8c9e6a107578f03fc7f5c615064,Armin Ronacher,Armin Ronacher,0.78,False,
959b5df00431c436474c5abca304e631c0de7721,Armin Ronacher,Armin Ronacher,0.46,True,low_confidence<0.5
a42728568e18bedf588be2357b56021ab85b9fad,Armin Ronacher,Armin Ronacher,0.96,False,
8009bd986940378bba1399dbfce90d03e441467b,Armin Ronacher,Armin Ronacher,0.68,False,
08f1f0dc32004fae01cf96d1eed84e6461e698e5,Armin Ronacher,Armin Ronacher,0.95,False,
ca520fb7e4c29afccc637e61c11429a0f3e8d5ad,Armin Ronacher,Armin Ronacher,0.88,False,
2d9bb692728fd76b19e467499caa4f5fcb07aede,Armin Ronacher,Armin Ronacher,0.91,False,
c33675f0251071ea47ce166b81ce8c637842f091,Armin Ronacher,David Lord,0.76,True,predicted_label_mismatch
fc94599285aa1aec50b3c9426697249e55edda0a,Armin Ronacher,Armin Ronacher,0.69,False,
1d8432ebfd1637eacab79a15e9b7963bf061371c,Armin Ronacher,Armin Ronacher,0.66,False,
c4f5c2fb9afc1679c085500830bd53fab93ad885,Armin Ronacher,Armin Ronacher,0.75,False,
1246f4088a4fdc00a79f8029ff5d77bfe4fc9b14,Armin Ronacher,Armin Ronacher,0.93,False,
6dd92ae4b32c336564231e10db12458a8b9261ca,Armin Ronacher,Armin Ronacher,0.89,False,
40e0024d7b87150ed694829a5335bd2435962225,Armin Ronacher,Armin Ronacher,0.87,False,
7b5015010bc8c2a2d56c7c50b37e5b9facdad102,Armin Ronacher,Armin Ronacher,0.81,False,
fb2d2e446bdd806ea3de7b869c7371e2dae57a23,Armin Ronacher,Armin Ronacher,0.58,False,
26f86b1d4954dd7512684130ee803b42eca8d72e,Armin Ronacher,Armin Ronacher,0.7758333333333334,False,
b608785801ce819037cb6cca04c70fd398519c08,Armin Ronacher,Armin Ronacher,0.79,False,
61d07b8be9beae54d1c367adfc845dcf30a1512a,Armin Ronacher,Armin Ronacher,0.94,False,
f54c4fd04f326d94684c7fcbf12df5cecae653c4,Armin Ronacher,Armin Ronacher,0.73,False,
6418551efb1d24320c261b1e24c186d5394e6dcf,Armin Ronacher,David Lord,0.65,True,predicted_label_mismatch
7c9303b7502403c372171e1e045433b57259a56b,Armin Ronacher,Armin Ronacher,0.9623333333333334,False,
6d556acb3fcaa6eeff4bda8cf704ad5f0cf5b5ac,Armin Ronacher,Armin Ronacher,0.89,False,
5348eff4457a528cd605bbbd5e0152c282819962,Armin Ronacher,Armin Ronacher,0.89,False,
855e7e9327c0095f39b34bd56b08aa63c87f9dfd,Armin Ronacher,Armin Ronacher,0.98,False,
f769e15fecf6e06c190133d85a3de6b703e4d1a1,Armin Ronacher,Armin Ronacher,0.66,False,
aae5de730113e843864c120cc0453efc0a90b49f,Armin Ronacher,Armin Ronacher,0.73,False,
0bb8b4f9a1c61fcf473e5ca7a10cc3ed4f30766f,Armin Ronacher,Armin Ronacher,0.98,False,
8605cc310d260c3b08160881b09da26c2cc95f8d,Armin Ronacher,Armin Ronacher,0.98,False,
9fbf9a062c11904b5022a5aa7941449e31340c32,Armin Ronacher,Armin Ronacher,0.985,False,
791cdb28f593d4d7649d88407fcd193834512219,Armin Ronacher,Armin Ronacher,0.79,False,
5310fc38227b1907cb541f4a30ea8dfef46c2e19,Armin Ronacher,pgjones,0.38,True,predicted_label_mismatch;low_confidence<0.5
b9cae3564ad31876d977c24a09d760e77ca992f3,Armin Ronacher,Armin Ronacher,0.478,True,low_confidence<0.5
74862dcbca052ea0a994da3f507c00e9cc18821c,Armin Ronacher,Armin Ronacher,0.96,False,
0b9c2b5eb1b604cd76d9252e8e9628df731ea572,Armin Ronacher,Armin Ronacher,0.5373333333333332,False,
fe6c279df12294e590e87705b0ba8728a3ed54c4,Armin Ronacher,Armin Ronacher,0.67,False,
325dfa2469f86e03187b6d9e6aee4745b702c496,Armin Ronacher,Armin Ronacher,0.88,False,
b4cd70d054a1514adaed893663cfa22b73114d1e,Armin Ronacher,Armin Ronacher,0.89,False,
42dd94b7565052120423dbd86a5ab0f96938f8cc,Armin Ronacher,Armin Ronacher,0.79,False,
bcf347fe8db124242da30b97c7e570f28c273d26,Armin Ronacher,Armin Ronacher,0.89,False,
88ea383394b47278779031b47de23fbd5ba89dbe,Armin Ronacher,Armin Ronacher,0.87,False,
fdf4d79bdc3a5872e99b4e9c9bc0e29cfd195cb4,Armin Ronacher,Armin Ronacher,0.79,False,
764b4e4f7dbe48366d7f01d8bd0c56f4e76b79ee,Armin Ronacher,Armin Ronacher,0.84,False,
123a1ad019a842a07a84aace66fd7a33f6f68cb9,Armin Ronacher,Armin Ronacher,0.78,False,
42a46ed09b745c0560de354c0cb236295000f296,Armin Ronacher,Armin Ronacher,0.7275,False,
63593d281b7358a86a808cc0bf5e47107316403d,Armin Ronacher,Armin Ronacher,0.83,False,
ab5492418694b5cc14601a953084d61f47785ea4,Armin Ronacher,Armin Ronacher,0.96,False,
190059c8f01c6f75243824e765d08a7cce386eda,Armin Ronacher,Armin Ronacher,0.8,False,
bf52a17902cdbc300ee91ec1b2e8d2b7890ba35c,Armin Ronacher,Armin Ronacher,0.6826666666666666,False,
13090389365184fc2291e2cc69fb9b2af5426585,Armin Ronacher,Armin Ronacher,0.87,False,
94cf620914615b991063f00314ea1c8da9790c99,Armin Ronacher,Armin Ronacher,0.865,False,
100776147a063dcf53f74678b045ac0f5d6386d4,Armin Ronacher,Armin Ronacher,0.6966666666666665,False,
3491465d55f093a498f2f496cd33bebba137518c,Armin Ronacher,Armin Ronacher,0.7825,False,
0770f5c6375e3e45fa3ac918217df5d885176173,Armin Ronacher,Armin Ronacher,0.8833333333333333,False,
73a47a0db1a181bb305684115d3dacded0c5a58b,Armin Ronacher,Armin Ronacher,0.8573809523809524,False,
ce18d4575dd8468878668d777d83448eeae4fd0d,Armin Ronacher,Armin Ronacher,0.92,False,
976e792336fa6c4696f534ac1d537d2a86a75e72,Armin Ronacher,Armin Ronacher,0.98,False,
56675b3bade603a458d01443bda8070ca0489005,Armin Ronacher,Armin Ronacher,0.96,False,
166f5ed254d829b2d87fca241e1a22b0a64fff1c,Armin Ronacher,Armin Ronacher,0.825,False,
84899948be190a5e180fdccb25e6d7a8498fee7c,Armin Ronacher,Armin Ronacher,0.93,False,
a50a87c4ca7f44821e9561ae6b69300b8809c46c,Armin Ronacher,David Lord,0.6550238095238095,True,predicted_label_mismatch
c64a4e0befc0718500c544f5c847d6632b8fb598,Armin Ronacher,Armin Ronacher,0.8,False,
6e2be6a0b3aba4ab49cf3ed1a10ac13c6b771aba,Armin Ronacher,Armin Ronacher,0.54,False,
a99e408bd109783561d408ef34c286cdd9b51845,Armin Ronacher,Armin Ronacher,0.76,False,
f878919753a909e45b2d5448aa175f4f9129ff24,Armin Ronacher,Armin Ronacher,0.94,False,
3d320176813e87b8dccbbbc807133dfe6ce0bcde,Armin Ronacher,Armin Ronacher,0.82,False,
07e515b071e32e1b22e9992cedabeb082a8cde6c,Armin Ronacher,Armin Ronacher,0.79,False,
ade490514dd6d83adc7610f69f9c4cd68df47110,Armin Ronacher,Armin Ronacher,0.71,False,
36f105c2932af842de5d18899783f33078415c7f,Armin Ronacher,Armin Ronacher,0.69,False,
95750b3287bfa21fbb706f10a3a9fbcef01c089e,Armin Ronacher,Armin Ronacher,0.82,False,
06ec917ddedc618944670b39ccd5f4cb862882b2,Armin Ronacher,David Lord,0.34333333333333327,True,predicted_label_mismatch;low_confidence<0.5
50a331307114a641d1d9447453f8fddc52fe680f,Armin Ronacher,Armin Ronacher,0.97,False,
4ff9493e5765f3d2c2fd2dd1882791a75ad6fc68,Armin Ronacher,Armin Ronacher,0.98,False,
9f0b2429d638e54cb534b555c393d0770dfc1a8f,Armin Ronacher,Armin Ronacher,0.78,False,
1404a85bc554f96bff5463e6eadb14662b945f2e,Armin Ronacher,Armin Ronacher,0.7473809523809524,False,
715f64d2afef0e5b9800f0e0fb0eb9c892e1573a,Armin Ronacher,Armin Ronacher,0.7240000000000001,False,
3a1e51865786474c44a04c0d422515047dd27223,Armin Ronacher,Armin Ronacher,0.94,False,
268302fc68c35abd555a8c2d2755f14c96e1401d,Armin Ronacher,Armin Ronacher,0.899,False,
9f6bc93e4de36fc209eb1203845e9505df1ca379,Armin Ronacher,David Lord,0.32,True,predicted_label_mismatch;low_confidence<0.5
3c821a0fa45082bcec73dfb08662fb1de5263c48,florentx,florentx,0.65,False,
75057bb4112d16acc7ed5dafce6a8168b343fd78,florentx,Armin Ronacher,0.49333333333333335,True,predicted_label_mismatch;low_confidence<0.5
eae44e465b4bdd9440dbfa6e0c5bc45fd2c60ed8,florentx,florentx,0.7,False,
af3b73f70d5fce72181530d384519ae31d77c772,Armin Ronacher,Armin Ronacher,0.4525,True,low_confidence<0.5
3053fcdb0d6189ad1deca6fcfa16443dad4baf8c,Armin Ronacher,Armin Ronacher,0.72,False,
f6b9efc1e9b94382b877c0d1ebe87956b78d012f,Armin Ronacher,Armin Ronacher,0.78,False,
260b4dfe61cd35373eb4993453b500e1db71a753,Armin Ronacher,Armin Ronacher,0.95,False,
00f87f679cdd63b642675d86d073882fb8b19430,Armin Ronacher,Armin Ronacher,0.87,False,
9cf2ea2abc5243d50c87612714904c6cb033f7cc,Armin Ronacher,Armin Ronacher,0.82,False,
9d340ad7477774a19a7bdffc83d6cb8cb3e05edc,florentx,florentx,0.62,False,
c0d3b6c3710025abb482b30d2f2b6e39a6934fa9,florentx,florentx,0.67,False,
7cf5a9bf6e34fc57f82e560f01c408fbe603e9d4,florentx,florentx,0.62,False,
b6e73305392c9de052e51cca6fae8fee12ae231e,florentx,florentx,0.67,False,
f014ce29a7cd5a3ccfabd61e7d66e017ed958e25,florentx,florentx,0.71,False,
3eacc1d06816b2544e0242665fe909b24b027b21,florentx,dependabot-preview[bot],0.68,True,predicted_label_mismatch
dbe0df756bf587b242f2406bef9e7e8ef26f0813,florentx,florentx,0.7,False,
7e8019565f79e157fcc13cf285247070d69ef889,Armin Ronacher,Armin Ronacher,0.72,False,
d73be4b709ab881ae15b9bd1064b16820f98a51b,Armin Ronacher,Armin Ronacher,0.38,True,low_confidence<0.5
3261357ba7f59e2eabeb96127b6253d1466b4db0,Armin Ronacher,Armin Ronacher,0.96,False,
1cb75df8f1f9e7a768254fe2c9e2997f21152665,Armin Ronacher,Armin Ronacher,0.72,False,
ebb07a06567d72acf47b3ee5553053216f978305,Armin Ronacher,Markus Unterwaditzer,0.47,True,predicted_label_mismatch;low_confidence<0.5
be15340e0f65e8785aff3033f0b2732ae31c6b81,Armin Ronacher,Armin Ronacher,0.88,False,
dc3f13df54ba91649ecec2bdee6c24ca31a400a8,Armin Ronacher,Armin Ronacher,0.89,False,
88f671aaaef334caf3231095b119cac094ff5ffb,Armin Ronacher,David Lord,0.5561666666666666,True,predicted_label_mismatch
a862ead5f22f9d4592c1c85bda285a4ded59b631,Armin Ronacher,Armin Ronacher,0.89,False,
444e6425312a16589130ff36f2830b6f97fbbd4f,Armin Ronacher,Armin Ronacher,0.77,False,
e0148a00c0f468784052926f80e8112be7686470,Armin Ronacher,Armin Ronacher,0.89,False,
5c52fe980eda6065edcc39e6dd346636b1c40768,Armin Ronacher,Armin Ronacher,0.96,False,
2f181e19496a1fe693d9b20260fe961bb406c53b,Armin Ronacher,David Lord,0.34,True,predicted_label_mismatch;low_confidence<0.5
67f4b0f31538832f06b9351d15e30c85f449ac7e,Armin Ronacher,Armin Ronacher,0.75,False,
c0a9f5d0c4f09dbe8b744609552cbbfa9f14fbc0,Armin Ronacher,Armin Ronacher,0.79,False,
ef34638f5d24c07a5582cbb60755fd4dfbec9a79,Armin Ronacher,Armin Ronacher,0.77,False,
5144d3b65a564c148e6ea12969303f58d137449b,Armin Ronacher,Armin Ronacher,0.68,False,
0da39c76e3c67293aef2234b43aff8728d9002eb,Armin Ronacher,Armin Ronacher,0.7333333333333334,False,
0c54d0a0e5dfec25cd60329e09622d42905d0969,Armin Ronacher,Armin Ronacher,0.695,False,
c21caa5047f966aa5f6a3d0e5e4611abd44ae861,Armin Ronacher,Armin Ronacher,0.7025,False,
85d43079d137c3f15e3ed7a9545ba2db92718194,Armin Ronacher,Armin Ronacher,0.91,False,
58fa088abc0f0e511d934e822f917b796d418bb3,Armin Ronacher,Armin Ronacher,0.91,False,
36e24299e35cd0c6a593d9eea3130a7737a15eea,Armin Ronacher,Armin Ronacher,0.97,False,
3ac4ec670c881668aaedb2c3937bae5e10984988,Armin Ronacher,Armin Ronacher,0.86,False,
d22428bc8e8c3cf5e6006497cb8164decde31924,Armin Ronacher,Armin Ronacher,0.985,False,
606b006e2391d12fec5313ce606d82463d7aad07,Armin Ronacher,Armin Ronacher,0.82,False,
f419937d2c5f2db16a8157a0a061b92c38876649,Armin Ronacher,Armin Ronacher,0.89,False,
41de12984495198423cbce73ac059ccee0fbfd30,Armin Ronacher,Armin Ronacher,0.98,False,
4559e4f0f14272fb4fb31f3bf79bf592a9f781df,Armin Ronacher,Armin Ronacher,0.8033333333333335,False,
13933eeaf8b6c7685aaf1c769efe97763d64ea0d,Armin Ronacher,Armin Ronacher,0.97,False,
36717b02731ad7d86ba8effbe27e70405e48cd9b,Armin Ronacher,Armin Ronacher,0.9,False,
31493850de3d7765d09419aa49b98089f79da3c2,Armin Ronacher,Armin Ronacher,0.95,False,
f1603d33f266ab24eda604f76632fa604b91e3f9,Armin Ronacher,Armin Ronacher,0.6991666666666666,False,
a9284afde97c30d136e8ec675794c7cdcf4ca277,Armin Ronacher,Armin Ronacher,0.595,False,
8d49440d8b881b2df2c10085a58d3a4e4085147e,Armin Ronacher,Armin Ronacher,0.6,False,
a7266ffb90d109f94da96e9eea5f5bb4ff8ddc71,Armin Ronacher,Armin Ronacher,0.85,False,
eeb0e949518720ff5302bcf336fc72dea44737d0,Armin Ronacher,Armin Ronacher,0.72,False,
7e1db5978c3c7aedcb43d7e2036edc85b0a22a6b,Armin Ronacher,Armin Ronacher,0.8458333333333334,False,
75461c1467bbb2d83ee787bb13f4a338a4b8ad3e,Armin Ronacher,Armin Ronacher,0.78,False,
36f659b82b9079ec8492c1b52a0c0b058ebdf2eb,Armin Ronacher,Armin Ronacher,0.8,False,
d0eefb01d16bd058172363a9847b5d98ccd1abc9,Armin Ronacher,Armin Ronacher,0.74,False,
9248a7baca5bc616a60f9b63b525e872fbfddef2,Armin Ronacher,Armin Ronacher,0.38,True,low_confidence<0.5
ce53d10236279e4798365d991ab4ff838cb16d36,Armin Ronacher,Armin Ronacher,0.43,True,low_confidence<0.5
dffb3d091c0e42b7254fe88218811c24c0054f7e,Armin Ronacher,Armin Ronacher,0.47,True,low_confidence<0.5
f345af8d9d33e6164747c865c29a72186a470c22,Armin Ronacher,Armin Ronacher,0.38,True,low_confidence<0.5
9da5795d79196e13d802915509180118809042a7,Armin Ronacher,Armin Ronacher,0.99,False,
67fc46526234653b0a519e9f1e8a05a2c40c80f8,florentx,Armin Ronacher,0.68,True,predicted_label_mismatch
720bede150d835be0ffedf4d480482552c90908d,Armin Ronacher,Armin Ronacher,0.8,False,
bc0c0559e384dc88441775a3907487f4a2b515b4,Armin Ronacher,Armin Ronacher,0.69,False,
a921aef6c47cecbacef5173f03c07c52e6bc8fea,Armin Ronacher,David Lord,0.38,True,predicted_label_mismatch;low_confidence<0.5
a76aabc7f07c06bd155aace787ed811961aacaa7,Armin Ronacher,Armin Ronacher,0.73,False,
f6da77e894a939b838e02fb744fa3031abfc96ec,Armin Ronacher,Armin Ronacher,0.705,False,
7f837901cb9b3ba7d68ea0a983d86dfc508a9c6d,Armin Ronacher,Armin Ronacher,0.9033333333333333,False,
745638e774063de206aae930df71789de13e7c73,Armin Ronacher,Armin Ronacher,0.61,False,
b93ec1465be95a8303cbed99589273f562928103,Armin Ronacher,Armin Ronacher,0.71,False,
da8f88a22eab8195e48fa4ef63c6a3195c860eb0,Armin Ronacher,Armin Ronacher,0.97,False,
de909b3bdfcebe6bb56e0910ab9f36ad741b68f2,Armin Ronacher,Armin Ronacher,0.82,False,
34e3d64892f2281aa1b6f6357c345b0a357ee51a,Armin Ronacher,Armin Ronacher,0.99,False,
4156bd412f2c27359844fbacdae1eb4983c94b8b,Armin Ronacher,Armin Ronacher,0.83,False,
2d87e9bc37ef1ce8f9068fac92783a4fe3d3d382,Armin Ronacher,Armin Ronacher,0.7,False,
5bb2b55a2880b3c91dbcd6580f3d25ee23c6655c,Armin Ronacher,Armin Ronacher,0.7416666666666666,False,
f80e1d3b5ab8e718cc67c814cbfd9aee9c95f45f,Armin Ronacher,Armin Ronacher,0.75,False,
9fa4f94ad885ea98bad8708da6e3e9d15130bb4d,Armin Ronacher,Armin Ronacher,0.76,False,
b0ab127015186e1a2918221ffad8d79ca346faf5,Armin Ronacher,Armin Ronacher,0.91,False,
e0fa5aec3a13d9c3e8e27b53526fcee56ac0298d,Armin Ronacher,Armin Ronacher,0.97,False,
07581b2404924fe1833f596cfa09caf69868ad5b,Armin Ronacher,Armin Ronacher,0.86,False,
f4269b1fe7fe4c17a99bc7ca0dddafd17bed14e9,Armin Ronacher,Armin Ronacher,0.94,False,
e409bc792d4419ed588afbc60c53b61923c415a7,Armin Ronacher,Armin Ronacher,0.74,False,
93a8ca02822d07cd9f13495f53d27ab22e9adf3a,Ron DuPlain,Ron DuPlain,0.67,False,
35ed617fe41b184288892f733ce07d94391b76b1,Armin Ronacher,Armin Ronacher,0.86,False,
931dcc4c80331d372d70d7a0a5c8e6d49223e2bf,Armin Ronacher,Armin Ronacher,0.7,False,
b18560fcaa1739c81ff273951ebc6fa3c96fda2b,Armin Ronacher,Markus Unterwaditzer,0.41,True,predicted_label_mismatch;low_confidence<0.5
c6e6792cd52022add8455fc792b2ca73c62d3d65,Armin Ronacher,Armin Ronacher,0.94,False,
8c26bec55c13804a01c11931263c9e9e4dab4afb,Armin Ronacher,Keyan Pishdadian,0.58,True,predicted_label_mismatch
e7f67e13339073007a84271cce91200bfdb81006,Armin Ronacher,Armin Ronacher,0.62,False,
ea5e654e9e19aab5089f9a71e679bcca11581e86,Armin Ronacher,Armin Ronacher,0.83,False,
267f5f5c82a1ec9966bfb4e1e0c3f7cc4c80ed12,Armin Ronacher,Armin Ronacher,0.87,False,
54c3df60cd533ea80d347f6715ee84f6a560b5d5,Armin Ronacher,Armin Ronacher,0.95,False,
7bb0e33a687b3498c401a8dbcf7864d543a1817a,Armin Ronacher,Armin Ronacher,0.93,False,
b26aeba972686b9cb9a9b111e1bc8997e1f259c8,Armin Ronacher,Armin Ronacher,0.88,False,
e84140aba2786655bbddcedb363d16de1e285441,Armin Ronacher,Armin Ronacher,1.0,False,
c4cac0abc1a04710a25dcfc8d7f1b2de173546a8,Armin Ronacher,Armin Ronacher,0.92,False,
e52f073e3e76a88e24a8a63eb5491dfc6e537a40,Armin Ronacher,Armin Ronacher,0.97,False,
854e0e26d16408760072308c44b9160a9fb39abd,Armin Ronacher,Armin Ronacher,0.815,False,
a5421c29acb6bfbd095dbeb4c8180a61bd1d4dab,Kenneth Reitz,Kenneth Reitz,0.65,False,
cbcd15c3b55cfb05f1b27aa2343f909876f8d3d4,Armin Ronacher,David Lord,0.58,True,predicted_label_mismatch
aa654128cf72e5a16a480eb59fc1ad551d39f5d9,Armin Ronacher,David Lord,0.95,True,predicted_label_mismatch
664c64e0aafeb828911e97d31077c913ae2dd79a,Armin Ronacher,Armin Ronacher,0.81,False,
cc8332e9d99c08b77614e5acd7bd0e6d08dc29b6,Armin Ronacher,Armin Ronacher,0.77,False,
9d98ad5e079b88fd9da87e47d55a11e465ab6bb0,Armin Ronacher,Armin Ronacher,0.72,False,
ef0dc1800f7558abbefe070f361b97b9161b2452,Armin Ronacher,Armin Ronacher,0.49,True,low_confidence<0.5
6c095deda51efb34cd18bd23411ebd6f2a0cdfe0,Armin Ronacher,David Lord,0.34,True,predicted_label_mismatch;low_confidence<0.5
9d19b77acf413de77b39ed1c6d972fb1e5fef1c3,Armin Ronacher,David Lord,0.89,True,predicted_label_mismatch
58285b61fffa1113701686c6bcdbf54ef529e440,Armin Ronacher,Armin Ronacher,0.89,False,
1264c458ae808d306aa03c51f70103e52dca107b,Armin Ronacher,Armin Ronacher,0.88,False,
74d458b40c0bdb140e7feab9af407642eb3dcea1,Armin Ronacher,Armin Ronacher,0.68,False,
8d356d7cda963e2fa6437c5a5fef035e13cc80c5,Armin Ronacher,Armin Ronacher,0.67,False,
e432d833b5f7b4c27e2dca5d5125bbf78a46327d,Armin Ronacher,Armin Ronacher,0.815,False,
68278fd78e15e3ef6a591f3f2b6cc700d1e4d6dd,Armin Ronacher,Armin Ronacher,1.0,False,
4d16486132c349cdc7d473ef3c238dfa3f9d5385,Armin Ronacher,Armin Ronacher,0.92,False,
35fd6eb22c4dec893770dd5720a51608a06fb8cd,Armin Ronacher,Armin Ronacher,0.82,False,
672eaf7abf1452750688eeb4e294aca22cd3272a,Armin Ronacher,David Lord,0.57,True,predicted_label_mismatch
99c6287ce2319224f3a188f75641a9443466ab85,Armin Ronacher,Armin Ronacher,0.6,False,
78fc9949aa7055f2e14825cec3c28bc35c42700f,Armin Ronacher,Armin Ronacher,0.86,False,
182ee31503ea8a9eefd0d7063bd7fbdde991e13b,Armin Ronacher,David Lord,0.52,True,predicted_label_mismatch
02b916d509422a4703df5110110686288666d3d5,Armin Ronacher,Armin Ronacher,0.8225,False,
dfecc86dd315586bec8f5f0838195d03ba7165d3,Armin Ronacher,Armin Ronacher,0.82,False,
ce6e4cbd73d57cb8c1bba85c46490f71061f865f,Armin Ronacher,Armin Ronacher,0.96,False,
d29a9765a5b7014d3a52272f80ee90f4d98cf799,Armin Ronacher,Armin Ronacher,0.85,False,
4ca1d0a2ed7639d3f1d2e466a777f7e6b0e8aa0a,Armin Ronacher,Armin Ronacher,0.89,False,
6913dc173303de9534c32d716c22b7f371ab6303,Armin Ronacher,Armin Ronacher,0.79,False,
6cb0855e2dd181df5353fc1be9b437c7bc92eb2f,Armin Ronacher,Armin Ronacher,0.47,True,low_confidence<0.5
9959ddd3da09f619d467891b194389851cf50367,Armin Ronacher,Armin Ronacher,0.86,False,
dba42ae968a1cfa6cc6a3ead99ded554a710f041,Armin Ronacher,Armin Ronacher,0.78,False,
8e4bcaf57630b5449999594063ffe8dc104e316a,Armin Ronacher,Armin Ronacher,0.79,False,
7a4b6088395387abe4127c9650f9cbaac11a0ec4,Simon Sapin,Simon Sapin,0.72,False,
50bca8c2d34b4b31ffcc98f6ced44b18de3c78b0,Armin Ronacher,Armin Ronacher,0.94,False,
a6617f44c0416c6877d930b312e1f64df08eca0e,Armin Ronacher,Armin Ronacher,0.73,False,
707b30749daf407c07b5b265bd892564576ad80a,Armin Ronacher,Armin Ronacher,0.76,False,
ee69fb58906818f50a2afe71e4ecde7af96b791a,Armin Ronacher,Armin Ronacher,0.94,False,
216472b43dbb2c2501ab7f8b3e5ae861a082db3f,Dag Odenhall,Armin Ronacher,0.64,True,predicted_label_mismatch
33e7f2b990e3889d6aa9cffef4a4c9d7d0923698,Armin Ronacher,Armin Ronacher,0.72,False,
b4d576bce249322605094525491ccba091704a35,Armin Ronacher,Armin Ronacher,0.9,False,
937360877bd425543e06decd68a62e086b78bf6b,Armin Ronacher,Armin Ronacher,0.71,False,
bc00fd1e83f23f57dd6a765b6a4bab2394584ae6,Armin Ronacher,Armin Ronacher,0.78,False,
9983e847425621b5e474ae9da6822f1af0b0cc1f,Armin Ronacher,Armin Ronacher,0.84,False,
1ffa295d933c7e0cd1ee14c1592c40f72b9f22bb,Armin Ronacher,Armin Ronacher,0.92,False,
f904ef27d3d1f4e03972c34858787294c74c164f,Dag Odenhall,David Lord,0.51,True,predicted_label_mismatch
12c2cb5e12895a0d16b37b7a9e9a96d69a34c36e,Dag Odenhall,Dag Odenhall,0.56,False,
cc7876f97fbc787ac7702453bdc62541f8ea47f6,Dag Odenhall,Dag Odenhall,0.61,False,
e67903d134039b2452b2a3806e10451491ce768d,Dag Odenhall,Dag Odenhall,0.67,False,
e7a9df784c9edee7742052aadacc2389bf21230c,Dag Odenhall,Dag Odenhall,0.8,False,
